"type","choice","old","new","question","required","relevant","constraint","calculation","Continua","Discreta","Binaria","Categorica","Promedio","Suma","Maximo","Minimo","Porcentaje","IfAny","Count","Moda","area_total","area_coffee","area_productive","area_all","weight_produced","weight_sold","distance_between","distance_within","price_min","price_max","baseline","endline","bl_loop","el_loop","force_join","bar_plot_avg","bar_plot_cnt","line_plot_y","line_plot_x","donut_plot","choropleth_plot","grouping_var","type_column","logarithm"
"dummies","interventions",NA,"typeofGroupTraining/43_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Planillas",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/44","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Gestion contable",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/44_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Gestion contable",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/45","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Planes de inversion",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/45_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Planes de inversion",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/46","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/46_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/47","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Calibracion",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/47_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Calibracion",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/48","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Catacion",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/48_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Catacion",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/49","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Control cosecha",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/49_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Control cosecha",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/5","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Fertilizacion basada en las previsiones de cosecha",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/5_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Fertilizacion basada en las previsiones de cosecha",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/50","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Separacion granos cosecha",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/50_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Separacion granos cosecha",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/51","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Mejora de proceso",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/51_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Mejora de proceso",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/52","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Siembra nueva variedad",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/52_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Siembra nueva variedad",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/53","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/53_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/54","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Poda de bandolas (poda sanitaria)",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/54_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Poda de bandolas (poda sanitaria)",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/56","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Otros",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/56_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Otros",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/6","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Uso de abono organico para reducir el coste",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/6_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Uso de abono organico para reducir el coste",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/7","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/7_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/8","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Densidad de plantacion 3000-4000 plantas/mz",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/8_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Densidad de plantacion 3000-4000 plantas/mz",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/9","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Renovacion de plantas enfermas y agotadas (plantas de mas de 20 anos)",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeofGroupTraining/9_tec","Sobre que temas de ${TIX} recibio usted entrenamientos grupales como dias de campo o practicas grupales?/Renovacion de plantas enfermas y agotadas (plantas de mas de 20 anos)",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","tenancy_house","C10","typeOfHousingOccupied","La vivienda que ocupa actualmente este hogar es propia prestada o alquilada?",TRUE,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","tenancy_house",NA,"typeOfHousingOccupied_alquilada","La vivienda que ocupa actualmente este hogar es /Alquilada",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","tenancy_house",NA,"typeOfHousingOccupied_familiar","La vivienda que ocupa actualmente este hogar es /De un familiar",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","tenancy_house",NA,"typeOfHousingOccupied_otra","La vivienda que ocupa actualmente este hogar es /Otra",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","tenancy_house",NA,"typeOfHousingOccupied_prestada","La vivienda que ocupa actualmente este hogar es /Prestada",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","tenancy_house",NA,"typeOfHousingOccupied_propia","La vivienda que ocupa actualmente este hogar es /Propia",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","b3","B3","typeOfSupportFromIntermediary","Que tipo de apoyo o recursos ha recibido de parte del intermediario?",TRUE,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","b3",NA,"typeOfSupportFromIntermediary/coffee_loans","Que tipo de apoyo o recursos ha recibido de parte del intermediario?/Prestamos para el cafe o anticipos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","b3",NA,"typeOfSupportFromIntermediary/inputs","Que tipo de apoyo o recursos ha recibido de parte del intermediario?/Insumos o apoyo en especie",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","b3",NA,"typeOfSupportFromIntermediary/no_answer","Que tipo de apoyo o recursos ha recibido de parte del intermediario?/Sin respuesta",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","b3",NA,"typeOfSupportFromIntermediary/none","Que tipo de apoyo o recursos ha recibido de parte del intermediario?/Ninguno",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","b3",NA,"typeOfSupportFromIntermediary/personal_loans","Que tipo de apoyo o recursos ha recibido de parte del intermediario?/Prestamos personales",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","b3",NA,"typeOfSupportFromIntermediary/technical_assistance","Que tipo de apoyo o recursos ha recibido de parte del intermediario?/Asistencia Tecnica",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","interventions",NA,"typeOfTechnicalAssistance","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?",TRUE,"${receivedTechnicalAssistance} = 'indiv' or ${receivedTechnicalAssistance} = 'both'","not((selected(${typeOfTechnicalAssistance}, '7') or selected(${typeOfTechnicalAssistance}, '12') or selected(${typeOfTechnicalAssistance}, '16') or selected(${typeOfTechnicalAssistance}, '20') or selected(${typeOfTechnicalAssistance}, '23') or selected(${typeOfTechnicalAssistance}, '31') or selected(${typeOfTechnicalAssistance}, '36') or selected(${typeOfTechnicalAssistance}, '41') or selected(${typeOfTechnicalAssistance}, '46') or selected(${typeOfTechnicalAssistance}, '53')) and count-selected(${typeOfTechnicalAssistance}) > 1)",NA,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/1","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Minimo 3 fertilizaciones al ano",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/1_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Minimo 3 fertilizaciones al ano",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/10","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Aplicacion de practicas agricolas climaticamente inteligentes que incluyan acolchado sombra a corto plazo arboles perennes diversificacion",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/10_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Aplicacion de practicas agricolas climaticamente inteligentes que incluyan acolchado sombra a corto plazo arboles perennes diversificacion",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/11","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Conocimiento de la variedad y el origen del material de plantacion",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/11_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Conocimiento de la variedad y el origen del material de plantacion",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/12","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/12_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/13","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Emplea metodos para el control de plagas",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/13_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Emplea metodos para el control de plagas",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/14","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Emplea metodos para el control de enfermedades",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/14_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Emplea metodos para el control de enfermedades",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/15","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Utiliza productos autorizados por SENASA",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/15_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Utiliza productos autorizados por SENASA",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/16","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/16_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Ninguno de estos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/17","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Seleccion de semillas",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/17_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Seleccion de semillas",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/18","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Desinfeccion del sustrato",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/18_tec","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Desinfeccion del sustrato",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","interventions",NA,"typeOfTechnicalAssistance/19","Sobre que practicas relacionadas a ${TIX} recibio usted asistencia tecnica individual?/Aclareo de plantas",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"tech_repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
